,user_id,income_bureau,occupation_bureau,age_bureau,no_of_accounts,no_of_writeoffs,most_severe_served_status_within_24_months,bureau_score,number_of_delinquent_accounts
562,13673,20000.0,,28.0,9.0,1.0,WOF,678.0,1.0
563,13690,,SALARIED,36.0,11.0,0.0,Std,667.0,0.0
564,13699,,SELF EMPLOYED,41.0,3.0,0.0,Set,574.0,0.0
565,13702,,,33.0,1.0,0.0,Non-Delnqt,719.0,0.0
566,13715,25000.0,,21.0,56.0,0.0,01+,728.0,0.0
567,13722,,,39.0,22.0,0.0,Spm,687.0,1.0
568,13712,,,33.0,7.0,0.0,720+,644.0,3.0
569,13742,,,,,,,,
570,13749,,,28.0,5.0,0.0,Non-Delnqt,653.0,1.0
571,13812,,,,,,,,
572,11597,,,,,,,,
573,13433,,,,,,,,
574,13847,,,,,,,,
575,13711,90000000.0,,25.0,45.0,0.0,120+,633.0,1.0
576,13873,,,,,,,,
577,12120,,,,,,,,
578,13909,,,19.0,10.0,0.0,30+,1.0,1.0
579,13910,40000.0,,22.0,10.0,0.0,30+,641.0,2.0
580,13903,,,29.0,2.0,0.0,Non-Delnqt,755.0,0.0
581,13292,,SALARIED,28.0,4.0,0.0,Non-Delnqt,755.0,0.0
582,13926,,,,,,,,
583,13930,,,,,,,,
584,13278,,,,,,,,
585,13957,,,,,,,,
586,13963,20000.0,SELF EMPLOYED,21.0,17.0,0.0,01+,725.0,0.0
587,13975,,,,,,,,
588,13937,,,,,,,,
589,14003,45000.0,SALARIED,41.0,34.0,0.0,60+,711.0,0.0
590,14030,,,,,,,,
591,14051,,,,,,,,
592,14052,,,25.0,22.0,0.0,Set,653.0,1.0
593,9278,1.0,,35.0,26.0,8.0,WOF,614.0,9.0
594,14089,,,22.0,5.0,0.0,Loss,633.0,2.0
595,13817,,,,,,,,
596,14065,,,,,,,,
597,14106,,,,,,,,
598,14116,1.0,,24.0,12.0,0.0,Non-Delnqt,725.0,0.0
599,14134,,,,,,,,
600,14112,,,26.0,2.0,0.0,01+,769.0,0.0
601,14145,,,24.0,1.0,0.0,Non-Delnqt,726.0,0.0
602,14162,,,,,,,,
603,14175,,,21.0,2.0,0.0,Non-Delnqt,755.0,0.0
604,14176,15001.0,,41.0,19.0,0.0,Std,710.0,0.0
605,14231,,,34.0,9.0,0.0,Non-Delnqt,726.0,0.0
606,14245,,,,,,,,
607,14249,,,,,,,,
608,14237,,SALARIED,25.0,3.0,0.0,Non-Delnqt,755.0,0.0
609,14258,,,,,,,,
610,14272,,,,,,,,
611,14288,,,25.0,2.0,0.0,Non-Delnqt,755.0,0.0
612,14370,,,,,,,,
613,13220,420000.0,SALARIED,51.0,21.0,0.0,30+,684.0,0.0
614,14393,,SALARIED,33.0,7.0,0.0,Non-Delnqt,760.0,0.0
615,14216,,,,,,,,
616,14415,50000.0,,25.0,102.0,0.0,Sub,566.0,10.0
617,14435,1284059.0,,39.0,25.0,0.0,Non-Delnqt,724.0,0.0
618,14451,34904.0,SELF EMPLOYED PROFESSIONAL,29.0,3.0,0.0,Non-Delnqt,741.0,0.0
619,14464,,,,,,,,
620,14484,144000.0,,31.0,12.0,0.0,01+,721.0,0.0
621,14502,300000.0,SELF EMPLOYED,38.0,18.0,1.0,PWOS,526.0,3.0
622,14546,,,29.0,36.0,0.0,Non-Delnqt,659.0,1.0
623,14299,,,29.0,3.0,0.0,Non-Delnqt,755.0,0.0
624,14579,,,,,,,,
625,3403,550000.0,,57.0,25.0,0.0,Set,686.0,1.0
626,14618,,,,,,,,
627,14557,,,38.0,8.0,0.0,WOF,627.0,0.0
628,13921,463000000.0,,30.0,13.0,0.0,Non-Delnqt,725.0,0.0
629,14712,,,27.0,8.0,0.0,Std,705.0,0.0
630,14728,,,,,,,,
631,10954,,,,,,,,
632,14780,,,,,,,,
633,14797,1042128.0,,41.0,11.0,1.0,WOF,561.0,2.0
634,14620,,,,,,,,
635,14823,,,40.0,1.0,0.0,60+,642.0,1.0
636,14831,560000000.0,,23.0,7.0,0.0,01+,728.0,1.0
637,14847,87000.0,SALARIED,41.0,2.0,1.0,WOF,722.0,1.0
638,14886,15001.0,,40.0,21.0,0.0,90+,687.0,0.0
639,14891,32000.0,SALARIED,32.0,51.0,8.0,WOF,651.0,16.0
640,14893,20000.0,,31.0,28.0,0.0,Std,710.0,1.0
641,14699,,,,,,,,
642,14942,22000.0,SALARIED,23.0,7.0,0.0,Non-Delnqt,741.0,0.0
643,14957,390000.0,,46.0,16.0,0.0,01+,725.0,0.0
644,14962,100001.0,,33.0,40.0,2.0,WOF,499.0,5.0
645,14973,15001.0,,25.0,9.0,0.0,Sub,552.0,5.0
646,14512,15001.0,,37.0,74.0,7.0,WOF,518.0,12.0
647,14058,,,,,,,,
648,14989,85000.0,,31.0,21.0,0.0,PWOS,707.0,0.0
649,14756,25000000.0,,38.0,29.0,0.0,Spm,700.0,0.0
650,15000,20000.0,SALARIED,43.0,17.0,0.0,30+,677.0,1.0
651,15027,,,,,,,,
652,15034,137491.0,SALARIED,38.0,45.0,7.0,WOF,627.0,11.0
653,14422,,,,,,,,
654,15044,,,40.0,10.0,0.0,60+,667.0,2.0
655,14796,,,,,,,,
656,15089,,,28.0,5.0,0.0,Non-Delnqt,749.0,0.0
657,15112,,,,,,,,
658,15115,,,,,,,,
659,15117,,SALARIED,31.0,8.0,0.0,30+,710.0,0.0
660,15134,20000.0,,29.0,9.0,0.0,540+,562.0,1.0
661,15137,,,,,,,,
662,15154,,,31.0,11.0,0.0,01+,696.0,1.0
663,15177,189000.0,SALARIED,54.0,79.0,0.0,Set,636.0,0.0
664,15191,20000.0,,31.0,9.0,0.0,01+,670.0,1.0
665,15197,,,,,,,,
666,15243,,,,,,,,
667,15257,,,,,,,,
668,15268,,,22.0,12.0,0.0,Non-Delnqt,715.0,0.0
669,15312,300000.0,,29.0,9.0,0.0,Std,728.0,0.0
670,15318,,,,,,,,
671,15334,,,26.0,2.0,0.0,Non-Delnqt,810.0,0.0
672,15340,,,30.0,5.0,0.0,Non-Delnqt,760.0,0.0
673,14298,,,,,,,,
674,15355,,,23.0,55.0,0.0,120+,687.0,0.0
675,15359,,,,,,,,
676,15365,960000000.0,,39.0,44.0,0.0,01+,678.0,1.0
677,15371,,,,,,,,
678,14859,,,,,,,,
679,15397,,,,,,,,
680,15401,,,23.0,2.0,0.0,Non-Delnqt,782.0,0.0
681,15455,,,24.0,5.0,0.0,01+,714.0,0.0
682,15469,,,24.0,1.0,0.0,Std,714.0,0.0
683,15356,,,,,,,,
684,15479,,,,,,,,
685,14569,508128.0,,43.0,5.0,1.0,WOF,664.0,1.0
686,15526,,,,,,,,
687,15565,,,,,,,,
688,14365,,,,,,,,
689,13419,,,,,,,,
690,15588,38732000.0,SALARIED,37.0,12.0,0.0,01+,725.0,1.0
691,15592,18000.0,,28.0,25.0,0.0,720+,664.0,1.0
692,15593,18300.0,SALARIED,33.0,2.0,2.0,WOF,499.0,2.0
693,15597,,,,,,,,
694,15605,,,,,,,,
695,15603,13000.0,,22.0,5.0,0.0,Set,676.0,0.0
696,15614,,,,,,,,
697,15621,,,,,,,,
698,15041,,,26.0,8.0,0.0,01+,728.0,0.0
699,15674,,,,,,,,
700,15676,,,,,,,,
701,15690,15000.0,,28.0,43.0,0.0,30+,657.0,2.0
702,15692,,,,,,,,
703,15709,,,23.0,1.0,0.0,Non-Delnqt,754.0,0.0
704,15714,,SALARIED,35.0,7.0,0.0,Non-Delnqt,793.0,0.0
705,15718,,,22.0,1.0,0.0,Non-Delnqt,754.0,0.0
706,15737,,,,,,,,
707,10691,,,,,,,,
708,14814,,,,,,,,
709,15747,475000000.0,,56.0,4.0,0.0,Non-Delnqt,762.0,0.0
710,11340,,,,,,,,
711,14656,,,,,,,,
712,15813,,,,,,,,
713,15554,,,,,,,,
714,15835,,,53.0,1.0,0.0,Non-Delnqt,686.0,0.0
715,15838,,,,,,,,
716,15873,,,40.0,2.0,1.0,WOF,512.0,1.0
717,15875,,,43.0,15.0,0.0,Non-Delnqt,729.0,0.0
718,15880,,,34.0,2.0,0.0,Non-Delnqt,760.0,0.0
719,15416,,SALARIED,36.0,8.0,0.0,Std,753.0,0.0
720,15887,,,,,,,,
721,14446,,,,,,,,
722,15907,,,,,,,,
723,15913,,,,,,,,
724,15912,12000.0,,35.0,4.0,0.0,Non-Delnqt,763.0,0.0
725,15927,,,50.0,12.0,0.0,Non-Delnqt,721.0,0.0
726,15936,,,28.0,3.0,0.0,Loss,512.0,2.0
727,15937,,,,,,,,
728,15939,,,25.0,2.0,0.0,Non-Delnqt,754.0,0.0
729,15944,,,,,,,,
730,15945,108979.0,,41.0,52.0,0.0,Sub,547.0,1.0
731,15964,,SALARIED,22.0,171.0,0.0,01+,687.0,1.0
732,15311,57900.0,,44.0,27.0,0.0,Sub,566.0,3.0
733,15962,,,30.0,22.0,0.0,Non-Delnqt,726.0,0.0
734,16001,20000.0,,27.0,79.0,0.0,01+,715.0,0.0
735,16004,100001.0,SELF EMPLOYED,28.0,3.0,0.0,01+,700.0,0.0
736,16014,11250.0,,31.0,6.0,1.0,WOF,707.0,1.0
737,16030,,,,,,,,
738,16043,500000.0,SALARIED,35.0,11.0,0.0,Std,736.0,0.0
739,16046,,,,,,,,
740,16041,200000.0,,45.0,6.0,0.0,Std,705.0,0.0
741,16063,,,,,,,,
742,16073,,,41.0,7.0,0.0,01+,739.0,0.0
743,16084,25000.0,,30.0,30.0,0.0,01+,726.0,0.0
744,16091,,,,,,,,
745,16092,,,35.0,4.0,0.0,Non-Delnqt,726.0,0.0
746,16104,,,,,,,,
747,16115,,,35.0,3.0,0.0,Non-Delnqt,746.0,0.0
748,16126,,,,,,,,
749,16096,,SALARIED,34.0,25.0,0.0,Non-Delnqt,722.0,0.0
750,15893,,,,,,,,
751,16163,,,,,,,,
752,16203,24757200.0,,45.0,20.0,0.0,Loss,636.0,0.0
753,12595,,,,,,,,
754,16220,,,40.0,6.0,0.0,Std,725.0,0.0
755,16223,,,,,,,,
756,16074,,,69.0,2.0,0.0,,758.0,0.0
757,16229,,,,,,,,
758,16235,,,,,,,,
759,16248,,,,,,,,
760,16250,,,,,,,,
761,16257,,,,,,,,
762,16280,,,,,,,,
763,16284,,,26.0,3.0,1.0,WOF,505.0,1.0
764,16288,,,,,,,,
765,16099,,,,,,,,
766,16310,15000.0,,33.0,76.0,1.0,WOF,664.0,2.0
767,16273,,,36.0,3.0,0.0,Non-Delnqt,760.0,0.0
768,16317,,,51.0,28.0,0.0,01+,681.0,0.0
769,16324,15000.0,,23.0,66.0,0.0,180+,628.0,3.0
770,16325,,,36.0,1.0,0.0,,726.0,0.0
771,16330,,,20.0,1.0,0.0,Non-Delnqt,755.0,0.0
772,16352,,,,,,,,
773,16127,,,,,,,,
774,15139,,,,,,,,
775,16378,,,,,,,,
776,16239,,,,,,,,
777,16385,50000.0,SELF EMPLOYED,21.0,5.0,0.0,Std,729.0,0.0
778,16392,,,,,,,,
779,16398,,SALARIED,29.0,1.0,0.0,Non-Delnqt,6.0,0.0
780,16413,,,,,,,,
781,16241,,,,,,,,
782,16423,,,,,,,,
783,16424,,,53.0,2.0,0.0,Non-Delnqt,776.0,0.0
784,16427,,,48.0,2.0,0.0,SF,586.0,0.0
785,16460,,,,,,,,
786,16461,,SALARIED,44.0,1.0,0.0,Non-Delnqt,786.0,0.0
787,16467,,,24.0,1.0,0.0,Std,732.0,0.0
788,16408,,,,,,,,
789,16494,,,21.0,3.0,0.0,Non-Delnqt,755.0,0.0
790,16442,,,,,,,,
791,16474,,,,,,,,
792,16536,,,,,,,,
793,16546,346032.0,,29.0,9.0,0.0,Non-Delnqt,700.0,0.0
794,16553,263016.0,,28.0,12.0,0.0,720+,541.0,5.0
795,13350,,SALARIED,43.0,14.0,0.0,Non-Delnqt,785.0,0.0
796,16612,,,39.0,3.0,0.0,Non-Delnqt,758.0,0.0
797,16629,,,,,,,,
798,16638,,,28.0,3.0,0.0,Std,728.0,0.0
799,16643,,,,,,,,
800,15664,,,,,,,,
801,16687,,,27.0,13.0,1.0,WOF,570.0,2.0
802,16703,,,,,,,,
803,16713,20000.0,SALARIED,52.0,2.0,0.0,Std,778.0,0.0
804,16728,,,,,,,,
805,16745,1437609.0,,46.0,18.0,1.0,Non-Delnqt,721.0,0.0
806,16749,,,,,,,,
807,16773,1.0,,32.0,13.0,0.0,180+,633.0,1.0
808,16761,,,,,,,,
809,16779,600012000.0,,51.0,40.0,0.0,01+,681.0,0.0
810,16798,,,,,,,,
811,16802,,,21.0,1.0,0.0,Non-Delnqt,755.0,0.0
812,16819,,,39.0,6.0,0.0,Non-Delnqt,733.0,0.0
813,16701,,,26.0,1.0,0.0,01+,721.0,0.0
814,16843,,,31.0,15.0,0.0,Non-Delnqt,726.0,0.0
815,16845,,SALARIED,30.0,4.0,0.0,Non-Delnqt,746.0,0.0
816,16847,,,,,,,,
817,16850,15000.0,,31.0,115.0,0.0,180+,666.0,0.0
818,16862,18000.0,,29.0,60.0,0.0,90+,561.0,7.0
819,16865,15001.0,,35.0,21.0,0.0,01+,721.0,0.0
820,16866,308500.0,,41.0,14.0,0.0,60+,686.0,0.0
821,16878,30000.0,,31.0,105.0,3.0,WOF,652.0,4.0
822,16892,399564.0,,32.0,11.0,0.0,Std,726.0,0.0
823,16898,24155.0,,37.0,27.0,9.0,WOF,675.0,14.0
824,16904,,,30.0,9.0,0.0,Res,541.0,2.0
825,16910,,,,,,,,
826,16928,,SALARIED,42.0,1.0,0.0,Std,748.0,0.0
827,16929,,,,,,,,
828,16492,,,,,,,,
829,16933,,,47.0,10.0,0.0,Dbt,696.0,0.0
830,16951,,,,,,,,
831,16963,,,,,,,,
832,16983,150000.0,SALARIED,41.0,49.0,0.0,01+,684.0,0.0
833,16989,18000.0,SALARIED,29.0,17.0,0.0,Set,712.0,0.0
834,16998,600012000.0,SALARIED,46.0,29.0,0.0,Set,725.0,0.0
835,16321,,,,,,,,
836,17018,,,21.0,3.0,0.0,Non-Delnqt,755.0,0.0
837,17035,,,,,,,,
838,17041,336000000.0,SALARIED,26.0,64.0,0.0,Non-Delnqt,722.0,0.0
839,17045,,,49.0,6.0,0.0,Non-Delnqt,764.0,0.0
840,17051,,,38.0,24.0,0.0,Sub,531.0,1.0
841,17052,500000000.0,,50.0,28.0,0.0,Set,705.0,1.0
842,17057,,,,,,,,
843,17068,,,,,,,,
844,17069,,,47.0,15.0,0.0,SF,538.0,5.0
845,17070,1281828.0,SALARIED,36.0,18.0,0.0,Non-Delnqt,726.0,0.0
846,17075,,,38.0,8.0,0.0,Sub,518.0,0.0
847,17074,640000.0,,35.0,19.0,0.0,01+,661.0,0.0
848,17090,26121.0,,38.0,110.0,0.0,60+,598.0,5.0
849,17022,20000.0,,45.0,6.0,0.0,360+,700.0,1.0
850,17127,,,31.0,15.0,0.0,Set,627.0,2.0
851,17143,,,45.0,16.0,0.0,01+,718.0,1.0
852,17170,,SALARIED,27.0,2.0,0.0,Non-Delnqt,715.0,0.0
853,17189,,,,,,,,
854,17191,15000.0,,21.0,6.0,0.0,Non-Delnqt,755.0,0.0
855,17201,,,,,,,,
856,17202,,,,,,,,
857,16959,50000.0,,33.0,15.0,0.0,Std,726.0,0.0
858,16956,,,,,,,,
859,11987,40000.0,,47.0,22.0,0.0,Set,695.0,2.0
860,17217,,,,,,,,
861,17224,15001.0,,36.0,7.0,0.0,01+,674.0,1.0
862,17213,,,28.0,2.0,0.0,Non-Delnqt,6.0,0.0
863,17239,,SALARIED,28.0,15.0,0.0,01+,715.0,0.0
864,17266,2000000.0,SALARIED,35.0,49.0,1.0,WOF,626.0,1.0
865,17280,,,,,,,,
866,17301,,,30.0,10.0,0.0,Non-Delnqt,750.0,0.0
867,17302,1000.0,,44.0,60.0,0.0,30+,667.0,1.0
868,17322,10000.0,,32.0,20.0,0.0,Std,696.0,1.0
869,17335,650000.0,,38.0,15.0,2.0,WOF,652.0,2.0
870,16616,27000.0,,26.0,83.0,8.0,WOF,541.0,16.0
871,17346,,,24.0,18.0,0.0,Non-Delnqt,726.0,0.0
872,17356,501000.0,SELF EMPLOYED,40.0,26.0,0.0,60+,658.0,3.0
873,17380,,,,,,,,
874,17387,2103286.0,,49.0,9.0,0.0,Non-Delnqt,721.0,0.0
875,17446,,,28.0,11.0,0.0,Non-Delnqt,725.0,0.0
876,17458,,,23.0,9.0,0.0,Non-Delnqt,755.0,0.0
877,17480,47033000.0,,31.0,43.0,0.0,Std,726.0,0.0
878,17482,,,,,,,,
879,17501,40000.0,,31.0,59.0,0.0,Loss,534.0,11.0
880,17515,,,,,,,,
881,17273,15000.0,,26.0,5.0,1.0,WDF,653.0,1.0
882,17540,360000.0,,33.0,13.0,0.0,Non-Delnqt,726.0,0.0
883,17538,,,48.0,4.0,0.0,Non-Delnqt,762.0,0.0
884,17553,15001.0,,43.0,7.0,0.0,WOF,705.0,0.0
885,17564,,,23.0,30.0,0.0,Std,755.0,0.0
886,17569,800000.0,,30.0,13.0,0.0,01+,727.0,0.0
887,17584,,SALARIED,27.0,15.0,0.0,01+,718.0,0.0
888,17599,,,,,,,,
889,17606,,,,,,,,
890,17579,,,,,,,,
891,17612,,,35.0,6.0,0.0,Non-Delnqt,742.0,0.0
892,17627,33000.0,,24.0,3.0,0.0,01+,728.0,0.0
893,17635,500000000.0,,33.0,15.0,0.0,Sub,568.0,6.0
894,17653,241020.0,,26.0,14.0,0.0,Std,721.0,0.0
895,17657,,,,,,,,
896,17693,300000000.0,,34.0,44.0,0.0,30+,719.0,0.0
897,17699,,,,,,,,
898,17721,33417000.0,,30.0,40.0,0.0,Non-Delnqt,710.0,0.0
899,17734,,,,,,,,
900,17739,350.0,,37.0,8.0,2.0,WOF,617.0,3.0
901,17743,,,,,,,,
902,17745,,,,,,,,
903,17697,,,24.0,5.0,0.0,Non-Delnqt,755.0,0.0
904,17707,,,29.0,1.0,0.0,Non-Delnqt,755.0,0.0
905,17510,271345.0,,59.0,17.0,0.0,Non-Delnqt,681.0,0.0
906,12407,20000.0,,33.0,52.0,0.0,Set,614.0,4.0
907,17488,49669.0,SELF EMPLOYED,46.0,10.0,0.0,Non-Delnqt,766.0,0.0
908,17784,,,,,,,,
909,17786,,,,,,,,
910,16343,15000.0,,27.0,16.0,0.0,Non-Delnqt,755.0,0.0
911,17792,,,34.0,4.0,0.0,Sub,568.0,1.0
912,17798,1000000.0,SALARIED,32.0,21.0,0.0,30+,722.0,0.0
913,17683,45000.0,SALARIED,38.0,10.0,0.0,Non-Delnqt,727.0,0.0
914,17812,,,46.0,9.0,1.0,WOF,616.0,7.0
915,12096,,,,,,,,
916,17852,,,24.0,36.0,0.0,30+,728.0,0.0
917,17848,45000.0,SALARIED,39.0,9.0,0.0,01+,696.0,0.0
918,17886,10000.0,,37.0,24.0,0.0,60+,651.0,1.0
919,17901,,,,,,,,
920,17895,,,29.0,2.0,0.0,Non-Delnqt,760.0,0.0
921,17919,,,30.0,3.0,0.0,Non-Delnqt,715.0,0.0
922,17924,,,19.0,7.0,0.0,Non-Delnqt,755.0,0.0
923,17925,,,23.0,2.0,0.0,01+,755.0,0.0
924,17940,15000.0,,26.0,5.0,1.0,WDF,653.0,1.0
925,17928,480000.0,,28.0,20.0,0.0,01+,670.0,2.0
926,16705,398400.0,,29.0,8.0,0.0,Non-Delnqt,731.0,0.0
927,17956,,,,,,,,
928,17963,168800.0,SALARIED,36.0,19.0,0.0,30+,724.0,0.0
929,17964,,,,,,,,
930,17977,,,23.0,2.0,0.0,Non-Delnqt,755.0,0.0
931,18004,307805.0,,35.0,13.0,0.0,Non-Delnqt,750.0,0.0
932,18005,,,46.0,13.0,0.0,Non-Delnqt,726.0,0.0
933,17954,15001.0,,50.0,33.0,2.0,WOF,685.0,2.0
934,18029,27965.0,,29.0,27.0,4.0,WOF,652.0,5.0
935,18030,1.0,,25.0,170.0,0.0,01+,690.0,0.0
936,18067,,,,,,,,
937,18074,999996000.0,,29.0,13.0,0.0,Non-Delnqt,715.0,0.0
938,18093,30000.0,SELF EMPLOYED,25.0,13.0,0.0,Loss,568.0,3.0
939,18116,,,42.0,2.0,0.0,Non-Delnqt,762.0,0.0
940,9616,,,,,,,,
941,18127,,,,,,,,
942,18130,,,,,,,,
943,18135,33000.0,,27.0,8.0,0.0,30+,694.0,0.0
944,18148,21000.0,,28.0,63.0,0.0,WOF,714.0,0.0
945,18092,,,,,,,,
946,18212,,,,,,,,
947,18215,,,33.0,9.0,0.0,Res,641.0,0.0
948,18236,,,29.0,3.0,0.0,30+,723.0,0.0
949,18242,,,,,,,,
950,18262,,,,,,,,
951,16924,,,,,,,,
952,18271,,,23.0,3.0,0.0,90+,617.0,0.0
953,15342,,,27.0,12.0,0.0,180+,583.0,1.0
954,18282,,,31.0,26.0,0.0,Set,670.0,0.0
955,18286,,,,,,,,
956,18294,,,24.0,17.0,1.0,WOF,552.0,4.0
957,18305,,,,,,,,
958,18117,,,,,,,,
959,18316,,,23.0,1.0,0.0,Non-Delnqt,741.0,0.0
960,18329,,,28.0,1.0,0.0,Sub,696.0,0.0
961,18330,75000.0,,47.0,33.0,0.0,60+,687.0,2.0
962,18333,23000.0,SALARIED,27.0,13.0,1.0,WOF,552.0,1.0
963,18216,,,,,,,,
964,18343,27500.0,,48.0,103.0,4.0,WOF,627.0,5.0
965,18348,,,,,,,,
966,18384,,,30.0,10.0,0.0,Non-Delnqt,725.0,0.0
967,18386,,,20.0,2.0,0.0,360+,701.0,1.0
968,18398,,,31.0,13.0,0.0,Std,710.0,0.0
969,18406,,,,,,,,
970,18425,,,,,,,,
971,18431,,,,,,,,
972,18409,,,35.0,4.0,0.0,Non-Delnqt,718.0,0.0
973,18449,22997.0,,54.0,12.0,2.0,WOF,652.0,3.0
974,18453,,,,,,,,
975,18455,,,22.0,64.0,1.0,WOF,552.0,13.0
976,18459,,,47.0,1.0,0.0,Non-Delnqt,798.0,0.0
977,18468,1275639.0,,51.0,12.0,0.0,01+,771.0,1.0
978,10504,15001.0,,32.0,10.0,2.0,WOF,666.0,2.0
979,18501,,,23.0,31.0,0.0,Std,755.0,0.0
980,18502,,SALARIED,22.0,2.0,0.0,01+,724.0,0.0
981,18518,,,,,,,,
982,18519,,,,,,,,
983,18521,15001.0,,32.0,18.0,3.0,WOF,565.0,10.0
984,18522,,,,,,,,
985,18527,15001.0,,32.0,21.0,3.0,WOF,565.0,10.0
986,13524,,,,,,,,
987,18545,,,36.0,39.0,0.0,60+,694.0,0.0
988,18546,32500.0,SALARIED,32.0,9.0,1.0,WOF,658.0,1.0
989,18568,30000.0,,30.0,54.0,4.0,WOF,552.0,7.0
990,17995,,,24.0,4.0,0.0,120+,696.0,0.0
991,18589,,,29.0,13.0,0.0,Sub,568.0,1.0
992,18595,,,30.0,6.0,0.0,Non-Delnqt,726.0,0.0
993,17262,,,27.0,10.0,0.0,180+,664.0,0.0
994,18600,651232.0,,52.0,18.0,0.0,WOF,659.0,0.0
995,18602,,,,,,,,
996,17211,,,39.0,4.0,0.0,Std,713.0,0.0
997,18618,,,,,,,,
998,18621,,,,,,,,
999,18276,,,30.0,12.0,0.0,540+,623.0,3.0
1000,18625,,,,,,,,
1001,17983,40000.0,SELF EMPLOYED,43.0,13.0,0.0,120+,538.0,2.0
1002,18627,,,27.0,2.0,0.0,Loss,700.0,1.0
1003,18075,21000.0,,26.0,31.0,0.0,180+,574.0,2.0
1004,18636,1056000.0,,56.0,13.0,1.0,WOF,710.0,0.0
1005,18647,30000.0,,36.0,21.0,0.0,Non-Delnqt,754.0,0.0
1006,18672,,,,,,,,
1007,18674,30000.0,,40.0,104.0,0.0,720+,568.0,7.0
1008,18650,,,27.0,1.0,0.0,Std,748.0,0.0
1009,18693,15001.0,,22.0,4.0,0.0,Sub,687.0,2.0
1010,18722,,,30.0,4.0,1.0,WOF,627.0,1.0
1011,18761,,,,,,,,
1012,18771,,,,,,,,
1013,18772,15000.0,,30.0,21.0,0.0,120+,695.0,0.0
1014,18780,18000.0,,44.0,13.0,0.0,Non-Delnqt,762.0,0.0
1015,18785,,,,,,,,
1016,18792,,,22.0,10.0,0.0,01+,728.0,0.0
1017,18802,24640.0,,30.0,53.0,0.0,30+,628.0,1.0
1018,18807,,,,,,,,
1019,18808,100001.0,SELF EMPLOYED,40.0,17.0,1.0,Set,638.0,3.0
1020,18809,15000.0,,35.0,23.0,2.0,WOF,623.0,2.0
1021,18821,75000.0,,44.0,16.0,0.0,WOF,666.0,0.0
1022,18840,150001.0,,44.0,42.0,0.0,60+,673.0,1.0
1023,18769,,,,,,,,
1024,18830,,,,,,,,
1025,18866,,,20.0,4.0,0.0,Sub,583.0,2.0
1026,18873,,,,,,,,
1027,18766,,,,,,,,
1028,18880,,,,,,,,
1029,18887,,,24.0,1.0,0.0,Non-Delnqt,771.0,0.0
1030,18904,12000.0,,49.0,14.0,0.0,Std,710.0,1.0
1031,18909,,,,,,,,
1032,18921,25000.0,SALARIED,33.0,21.0,2.0,WOF,554.0,5.0
1033,18925,15000.0,,26.0,3.0,0.0,Non-Delnqt,755.0,0.0
1034,18929,,,,,,,,
1035,14095,,,,,,,,
1036,18949,45000.0,,39.0,48.0,3.0,WOF,614.0,8.0
1037,18954,40000.0,,44.0,53.0,0.0,Sub,534.0,27.0
1038,18993,,,,,,,,
1039,18999,41667.0,SALARIED,32.0,12.0,0.0,01+,724.0,0.0
1040,19004,,,,,,,,
1041,19017,,,23.0,4.0,0.0,Non-Delnqt,755.0,0.0
1042,19041,10000.0,,24.0,7.0,0.0,SF,701.0,0.0
1043,19058,,,19.0,4.0,0.0,01+,728.0,0.0
1044,19069,,,,,,,,
1045,19075,,,,,,,,
1046,19078,,,27.0,5.0,0.0,01+,728.0,0.0
1047,19087,,,,,,,,
1048,19088,360000.0,,26.0,20.0,0.0,Non-Delnqt,741.0,0.0
1049,19096,,,,,,,,
1050,19103,,,,,,,,
1051,19111,,,,,,,,
1052,19112,,,28.0,5.0,0.0,01+,725.0,0.0
1053,19115,,,,,,,,
1054,19128,,,33.0,14.0,0.0,Non-Delnqt,755.0,0.0
1055,19150,,,,,,,,
1056,19159,,,26.0,5.0,0.0,60+,686.0,0.0
1057,19178,,,,,,,,
1058,19207,,,,,,,,
1059,19210,,,25.0,12.0,0.0,01+,728.0,0.0
1060,19229,,,,,,,,
1061,19161,,,26.0,3.0,0.0,Non-Delnqt,755.0,0.0
1062,19282,,,,,,,,
1063,18928,,,,,,,,
1064,19322,10000.0,SALARIED,26.0,14.0,1.0,WOF,517.0,2.0
1065,19493,,,53.0,9.0,0.0,Std,778.0,0.0
1066,18910,,,56.0,23.0,0.0,Set,673.0,1.0
1067,19365,,,,,,,,
1068,19225,15000.0,SALARIED,28.0,16.0,0.0,01+,728.0,0.0
1069,19175,,,23.0,3.0,0.0,01+,728.0,0.0
1070,19523,,,,,,,,
1071,19367,,,21.0,1.0,0.0,Non-Delnqt,754.0,0.0
1072,19578,,,35.0,1.0,0.0,Non-Delnqt,758.0,0.0
1073,19587,,,,,,,,
1074,18689,500000.0,,44.0,28.0,0.0,Non-Delnqt,721.0,0.0
1075,19608,,,38.0,1.0,0.0,Non-Delnqt,721.0,0.0
1076,19555,,,23.0,21.0,0.0,Std,754.0,0.0
1077,16434,,,,,,,,
1078,19651,,,,,,,,
1079,19575,,,,,,,,
1080,19655,18000.0,,33.0,5.0,0.0,01+,696.0,1.0
1081,19660,25000.0,,30.0,35.0,0.0,Rgm,534.0,6.0
1082,19086,,,,,,,,
1083,19633,1600.0,,67.0,58.0,0.0,01+,701.0,0.0
1084,492,,,43.0,7.0,0.0,Non-Delnqt,726.0,0.0
1085,19650,,,24.0,2.0,0.0,Non-Delnqt,755.0,0.0
